CATEGORY,ITEM_ID,ITEM_NAME,SALE_PRICE,REDUCED_PRICE,BENEFIT_PRICE,DISCOUNT_RATE,IS_FOOD,ITEM_FEATURE1,ITEM_FEATURE2,MEANING_SCORE,PRICE_DT,KURLY_HCT,KURLY_MCT
남자상의,563144922,베이직 비비드컬러 남자반팔셔츠,"16,700","16,700",0, - , 비식품 ,,,,2022-07-01,패션,남성패션
남자내의,786440573,라보라플레르)팬티,"7,980","7,980",0, - , 비식품 ,,,,2022-07-01,패션,남성패션
아동복,1604355924,빅카라 반타 티블 CIBL21802 괴정점_,"9,900","9,900",0, - , 비식품 ,,,,2022-07-01,베이비_키즈_완구,아동패션
등산복,354200869,가넷 PT 여성 삼각팬티/등산이너웨어/등산속옷/쿨맥스원단,"15,800","14,378",-1422,0.09, 비식품 ,,,,2022-07-01,패션,남녀 공용 패션
부엌용세제,416343007,트리오 주방세제 주방세제추천 설거지세제 애경 400g-O X ( 5매입 ),"9,200","9,200",0, - , 비식품 ,,,,2022-07-01,생활용품_리빙_캠핑,세제_청소용품
아동화,2144934237,토끼와호랑이 아동장화 남아여아 키즈 주니어레인부츠_P301939194,"17,800","17,800",0, - , 비식품 ,,,,2022-07-01,베이비_키즈_완구,아동패션
여자하의,8734258,블루페페 NC08 패턴 플리츠 스커트 (P203PSD703) (E6966427),"39,000","37,050",-1950,0.05, 비식품 ,,,,2022-07-01,패션,여성패션
필기구,1055606060,RAYMAY 펜컷 그린,"6,200","6,200",0, - , 비식품 ,,,,2022-07-01,생활용품_리빙_캠핑,생활잡화_문구
유아복,534105120,에반 멜빵보타이 린넨 정장 2173 [P000384153],"35,900","35,900",0, - , 비식품 ,,,,2022-07-01,베이비_키즈_완구,아동패션
점퍼,1083948163,여자 단추 짧은 SS 클래식 얇은 점퍼 (7608102),"91,080","91,080",0, - , 비식품 ,,,,2022-07-01,패션,남녀 공용 패션
아동복,627622803,위크 7매 남아 사각 드로즈 아동 키즈 유아 팬티 세트,"20,900","19,855",-1045,0.05, 비식품 ,,,,2022-07-01,베이비_키즈_완구,아동패션
여자하의,31331970993,[비이커] Women Signature Easy Pants - Light Green 연두색 QP2321OG2L,"194,040","194,040",0, - , 비식품 ,,,,2022-07-01,패션,여성패션
컴퓨터소모품,1404348391,지앤지 브라더호환라벨테이프 TZe-161 (투/검)36mmx8m,"14,000","14,000",0, - , 비식품 ,,,,2022-07-01,가전제품,디지털_PC
부엌용세제,23997133522,헨켈 프릴 주방세제 레몬향 750ml,"3,430","3,430",0, - , 비식품 ,,,,2022-07-01,생활용품_리빙_캠핑,세제_청소용품
필기구,733401426,동아)XQ세라믹 샤프심(0.7mm HB) 다스(12개입),"15,600","15,600",0, - , 비식품 ,,,,2022-07-01,생활용품_리빙_캠핑,생활잡화_문구
점퍼,1280285751,PnK 광 점퍼 코드 LC-SC SM 50m 광패치 광패치코드,"50,100","50,100",0, - , 비식품 ,,,,2022-07-01,패션,남녀 공용 패션
헤어드라이어,33103276396,다이슨 호환 헤어 드라이어 컬링 노즐 고데기액세서리,"47,670","47,670",0, - , 비식품 ,,,,2022-07-01,가전제품,생활가전
남자외의,863669252,자켓 블루종 항공자켓 루즈핏 항공점퍼 오버핏 남성,"74,500","74,500",0, - , 비식품 ,,,,2022-07-01,패션,남성패션
등산복,1108778875,PTRPP08240 여름 남성 카고 트레이닝 팬츠 등산바지,"18,700","17,017",-1683,0.09, 비식품 ,,,,2022-07-01,패션,남녀 공용 패션
아동복,882805197,조그스 원피스수영복 메리온 레그수트 5115180,"99,000","83,160",-15840,0.16, 비식품 ,,,,2022-07-01,베이비_키즈_완구,아동패션
구두,229359781,봄가을 펜던트 땡땡이 리본 여아구두 GD176_P320927544,"36,400","36,400",0, - , 비식품 ,,,,2022-07-01,패션,신발
스웨터,2146583384,여자 니트티 브이넥 단추 골지 겨울옷 데일리 스웨터 kjhmall,"24,740","21,524",-3216,0.13, 비식품 ,,,,2022-07-01,패션,남녀 공용 패션
등산복,793183038,텐제로 데일리 쿨반팔티+5부바지세트 S21T-03_104,"17,370","17,370",0, - , 비식품 ,,컬리온리,,2022-07-01,패션,남녀 공용 패션
유아복,1852685707,MK SS29-05 아동드로즈 순면 팬티 유아 속옷 남아 3매입 세트,"15,460","15,460",0, - , 비식품 ,,,,2022-07-01,베이비_키즈_완구,아동패션
여자하의,961171655,기비/보니페이 언발트임데님스커트 N1SS1T5,"79,000","79,000",0, - , 비식품 ,,,,2022-07-01,패션,여성패션
장난감,29852534987,롤릭 스쿠터 플러스 유아 킥보드 헬멧 세트,"38,200","38,200",0, - , 비식품 ,,,,2022-07-01,베이비_키즈_완구,완구_잡화류
세탁세제,33009165728,[LG 테크 세탁세제 가루세제 3kg],"15,970","15,970",0, - , 비식품 ,,,,2022-07-01,생활용품_리빙_캠핑,세제_청소용품
색조화장품,1019500941,베네피트 겟어웨이 클램 컴플리트 팔레트,"85,700","83,129",-2571,0.03, 비식품 ,,,,2022-07-01,스킨케어_메이크업,메이크업
아동복,1887991309,19M1658 4.5부 블루 고방체크 카라 블라우스58,"4,700","4,700",0, - , 비식품 ,,,,2022-07-01,베이비_키즈_완구,아동패션
남자하의,31218154650,[띠어리] Men Combat Cotton Nylon Curtis PL Pants - Basalt 짙은회색 TM1321C064,"159,200","159,200",0, - , 비식품 ,,,,2022-07-01,패션,남성패션
헬스기구,1468008556,MSD밴드 숄더로프풀리 핸드서포트타입/어깨운동 재활,"28,000","25,480",-2520,0.09, 비식품 ,,,,2022-07-01,가전제품,헬스기구
스케치북,458319373,스케치북 어린이 낙서 캐릭터 미술 그림 놀이 학용품 문구 X ( 4매입 ),"7,840","7,840",0, - , 비식품 ,,,,2022-07-01,생활용품_리빙_캠핑,생활잡화_문구
티셔츠,294807045,여성 전판 로고 프린트 집엎 반팔 티셔츠 PW3WF19M311,"17,290","17,290",0, - , 비식품 ,,,,2022-07-01,패션,남녀 공용 패션
샴푸,213794855,[Hr24] 단백질 대용량 저자극 두피 샴푸1000ml + 무실리콘 트리트먼트1000ml,"27,900","25,947",-1953,0.07, 비식품 ,,컬리온리,,2022-07-01,헤어_바디_구강,샴푸_컨디셔너
헬스기구,369149875,악력기 손목운동기구 완력기 미세조절카운트 아이워너 미세조절 카운트,"8,630","8,630",0, - , 비식품 ,,,,2022-07-01,가전제품,헬스기구
남자상의,31889119836,파크랜드 오스틴리드by nc02 여름남방셔츠 acs21214,"30,870","30,870",0, - , 비식품 ,,컬리온리,,2022-07-01,패션,남성패션
등산복,601912457,아디M티셔츠3 남성 여름 포켓 집업티셔츠A,"44,590","44,590",0, - , 비식품 ,,,,2022-07-01,패션,남녀 공용 패션
컴퓨터소모품,338181088,CT202878 제록스 토너,"132,400","132,400",0, - , 비식품 ,,,,2022-07-01,가전제품,디지털_PC
칫솔,383720651,양문형 칫솔살균기 퍼펙트케어 UTC-92UV,"44,900","44,900",0, - , 비식품 ,,,,2022-07-01,헤어_바디_구강,구강_면도
점퍼,29907634514,[닥스 남성] 블랙 단색 구스다운 패딩점퍼 DMJU1D312BK,"376,740","376,740",0, - , 비식품 ,,,,2022-07-01,패션,남녀 공용 패션
필기구,1894083167,(2901660) 고급 병잉크 75ml 헤이즐넛 브라운,"39,000","39,000",0, - , 비식품 ,,,,2022-07-01,생활용품_리빙_캠핑,생활잡화_문구
남자상의,1129153324,[티아이포맨] [본사직영] 와플조직 버튼다운 셔츠_M202MSH753MNV2,"21,150","21,150",0, - , 비식품 ,,,,2022-07-01,패션,남성패션
원피스,1023066316,로엠 인기 코튼 플라워 볼륨 롱원피스._K RMOWB37R13,"41,800","41,800",0, - , 비식품 ,,,,2022-07-01,패션,여성패션
아동복,173927303,주니어 기능성 언더레이어 냉감 4종 택1 베이스레이어 _P300343607,"12,900","12,900",0, - , 비식품 ,,,,2022-07-01,베이비_키즈_완구,아동패션
등산복,471293238,메시M자켓3 남성 여름 라이프스타일 메시자켓 TEAZ2,"35,490","35,490",0, - , 비식품 ,,,,2022-07-01,패션,남녀 공용 패션
가정용비닐용품,1745548866,진공 포장 업소용 삼방 비닐봉투 32x40cm 100장,"11,600","10,440",-1160,0.1, 비식품 ,,,,2022-07-01,주방용품,주방소모품_잡화
여자하의,32253909507,[구호플러스] Signature High Waist Long Skirt - Beige 베이지 KE2527M02A,"189,000","189,000",0, - , 비식품 ,,,,2022-07-01,패션,여성패션
여자외의,33026579275,여자트렌치코트 블랙와화이트체크 트렌치코트아우터 봄가을,"97,120","97,120",0, - , 비식품 ,,,,2022-07-01,패션,여성패션
아동복,221144696,웰론 항공 점퍼(2COLORS) IKJP21W02 창원점_,"29,900","29,900",0, - , 비식품 ,,,,2022-07-01,베이비_키즈_완구,아동패션
아동복,33116354763,23FKTR215_쿨블루배색상_:파랑:140,"12,900","12,900",0, - , 비식품 ,,,,2022-07-01,베이비_키즈_완구,아동패션
아동복,845460425,Queen of flower 바지_제이드핑크,"19,900","19,900",0, - , 비식품 ,,,,2022-07-01,베이비_키즈_완구,아동패션
필기구,1268467008,스타빌로 형광펜 형광펜추천 형광팬 그린 마젠타 네온 옐로우 EA72 1다스 10개입,"16,430","16,430",0, - , 비식품 ,,컬리온리,,2022-07-01,생활용품_리빙_캠핑,생활잡화_문구
아동복,1164777055,소이 SH01 5부 슬럽 밴딩면바지 20m1204 ny (S7299082),"9,000","8,730",-270,0.03, 비식품 ,,,,2022-07-01,베이비_키즈_완구,아동패션
회화용구,1102150445,트리플러스 334-SB4색 (세트) 86224,"4,000","3,600",-400,0.1, 비식품 ,,,,2022-07-01,생활용품_리빙_캠핑,생활잡화_문구
원피스,32309071412,올리비아로렌 올리비아로렌 여름 술 장식 미니 데님원피스 VVCOAVM4211,"35,090","35,090",0, - , 비식품 ,,컬리온리,,2022-07-01,패션,여성패션
청소용세제,806050445,곰팡이 청소세제 곰팡이세제 제거제 스프레이 글론GPAC100 500ml,"13,780","13,780",0, - , 비식품 ,,,,2022-07-01,생활용품_리빙_캠핑,세제_청소용품
티셔츠,31937642712,여성라운드넥티셔츠 가치를 초과 화이트 야채 값 5부x149,"12,290","12,290",0, - , 비식품 ,,,,2022-07-01,패션,남녀 공용 패션
티셔츠,1918023514,절개 포인트 반집업 티셔츠-6I45215,"100,740","100,740",0, - , 비식품 ,,,,2022-07-01,패션,남녀 공용 패션
기초화장품,30231615892,피지오더미 피지오더미 퓨리파잉 에멀전(유수분밸런스),"134,420","134,420",0, - , 비식품 ,,,,2022-07-01,스킨케어_메이크업,스킨_미스트_패드
유아복,830064783,여아 유아 아동 봄 가을 베니스 내의 실내복,"37,500","33,000",-4500,0.12, 비식품 ,,,,2022-07-01,베이비_키즈_완구,아동패션
원피스,182178947,여 아일렛 반팔 원피스_BLUE,"41,930","41,930",0, - , 비식품 ,,,,2022-07-01,패션,여성패션
등산복,824486430,타나BH팬츠7 MY 남성 여름 반바지 밴딩팬츠B,"26,390","26,390",0, - , 비식품 ,,,,2022-07-01,패션,남녀 공용 패션
샴푸,83885485898,400ml-지성두피용 탈모증상케어 려 자양윤모 샴푸,"23,570","23,570",0, - , 비식품 ,,,,2022-07-01,헤어_바디_구강,샴푸_컨디셔너
점퍼,1545891155,프린트티점퍼(Q22MTJ082M2),"229,600","229,600",0, - , 비식품 ,,,,2022-07-01,패션,남녀 공용 패션
습기제거제,30604512673,물먹는 하마 참숯 옷장용 제습제 3px1개,"9,500","9,500",0, - , 비식품 ,,,,2022-07-01,생활용품_리빙_캠핑,세제_청소용품
색조화장품,32966136985,헬레나 루빈스타인 컬러 클론 파운데이션 - 20 30ml,"78,667","78,667",0, - , 비식품 ,,,,2022-07-01,스킨케어_메이크업,메이크업
컴퓨터소모품,1016696398,e_ ASUS 라데온 RX 6900 XT TUF Gaming T16G D6 16GB,"1,140,000","1,094,400",-45600,0.04, 비식품 ,,,,2022-07-01,가전제품,디지털_PC
지갑,1987716768,장지갑 M143WC0210Z,"188,280","188,280",0, - , 비식품 ,,,,2022-07-01,생활용품_리빙_캠핑,생활잡화_문구
남자상의,1418817716,프로젝트엠 소프트 린넨셔츠 EPC2WC1331YGN_신구로점,"29,900","29,900",0, - , 비식품 ,,,,2022-07-01,패션,남성패션
면도기,1076477799,[P&G] 질레트 면도기 & 면도날 베스트 모음전!,"58,900","58,900",0, - , 비식품 ,,,,2022-07-01,헤어_바디_구강,구강_면도
청소용세제,741808480,주방세제 주방세제추천 프리미엄세정제 주방깔끔이500ml1개 욕실깔끔이500ml1개,"14,390","14,390",0, - , 비식품 ,,,,2022-07-01,생활용품_리빙_캠핑,세제_청소용품
여자외의,31692789073,잇미샤 벨티드 와이드핏 턱팬츠 itm4ypt950,"125,400","125,400",0, - , 비식품 ,,,,2022-07-01,패션,여성패션
아동복,799888698,행텐주니어 틴즈 SH02 후드티셔츠 14370-131-402-31 (S8328333),"19,900","19,303",-597,0.03, 비식품 ,,,,2022-07-01,베이비_키즈_완구,아동패션
헬스기구,986904236,프로스펙스 다기능초시계 스톱워치 타이머시계,"46,500","42,315",-4185,0.09, 비식품 ,,,,2022-07-01,가전제품,헬스기구
여자외의,1839461548,캐쥬얼 린넨 코튼 오버 반팔자켓 5부 주름 팬츠 세트 슈트 (S7181293),"124,000","117,800",-6200,0.05, 비식품 ,,,,2022-07-01,패션,여성패션
치약,84171389953,2080 파워쉴드 블루 더블민트 치약 120g x 9개,"19,200","19,200",0, - , 비식품 ,,,,2022-07-01,헤어_바디_구강,구강_면도
아동복,1798956926,주니어 메쉬원단 티셔츠 팬츠 남여아 상하복 6컬러 택1_P324679050,"15,580","15,580",0, - , 비식품 ,,,,2022-07-01,베이비_키즈_완구,아동패션
티셔츠,1771304891,[DESCENTE] 데상트반팔티 KQJ SM223VTS48-WHT 남녀공용 AAR 백그래픽 반팔 티셔츠,"69,000","62,100",-6900,0.1, 비식품 ,,,,2022-07-01,패션,남녀 공용 패션
회화용구,1186677913,막붓 1in 도배붓 다용도 페인트붓 브러쉬 평솔,"4,200","4,200",0, - , 비식품 ,,,,2022-07-01,생활용품_리빙_캠핑,생활잡화_문구
아동복,1952458118,헤나체크블라우스pcs53gbl31뉴코아울산점_울산점,"12,800","12,800",0, - , 비식품 ,,,,2022-07-01,베이비_키즈_완구,아동패션
면도기,1805646604,프로쉴드 칠 면도날 8입,"51,900","51,900",0, - , 비식품 ,,,,2022-07-01,헤어_바디_구강,구강_면도
점퍼,870540663,여자 퍼프긴팔 허리셔링 슬림 폴라넥 검정 집업 점퍼,"104,000","93,600",-10400,0.1, 비식품 ,,,,2022-07-01,패션,남녀 공용 패션
기초화장품,510506239,베이비 케어링 마사지 오일 100ml X 2개_P074369466,"30,900","30,900",0, - , 비식품 ,,,,2022-07-01,스킨케어_메이크업,스킨_미스트_패드
필기구,1946750772,모나미 FX-제타(흑색 1자루 0.5mm)[NEX],700,658,-42,0.06, 비식품 ,,컬리온리,,2022-07-01,생활용품_리빙_캠핑,생활잡화_문구
아동복,32236787019,지오다노주니어 스트라이프 반팔 티셔츠 공용 022518,"10,970","10,970",0, - , 비식품 ,,,,2022-07-01,베이비_키즈_완구,아동패션
남자내의,28783421543,[TRY] 남성 순면 민소매 조끼 셔츠 런닝 TMRSB01,"2,010","2,010",0, - , 비식품 ,,,,2022-07-01,패션,남성패션
남자외의,434188638,데일리 퍼펙트 바람막이점퍼 BTJP5217,"35,500","35,500",0, - , 비식품 ,,,,2022-07-01,패션,남성패션
등산복,714717459,우수한 흡습 속건 기능과 쿨 소재의 남성 긴팔 집업 티셔츠 KST0417M_ 수성점,"23,000","23,000",0, - , 비식품 ,,,,2022-07-01,패션,남녀 공용 패션
기초화장품,703642271,피토 액티브 밸런싱 로션+견본2종+5매,"25,200","24,444",-756,0.03, 비식품 ,,컬리온리,,2022-07-01,스킨케어_메이크업,스킨_미스트_패드
면도기,32947435607,롯데알미늄 찹쌀떡 밀착 전기면도기,"91,410","91,410",0, - , 비식품 ,,컬리온리,,2022-07-01,헤어_바디_구강,구강_면도
필기구,675256767,문화 더존 연필 4B 12개 MO -문화,"5,400","4,860",-540,0.1, 비식품 ,,,,2022-07-01,생활용품_리빙_캠핑,생활잡화_문구
남자외의,590079996,빌리버스 남자코트 BRV004 울코트 남자롱코트 겨울아우터,"138,000","138,000",0, - , 비식품 ,,,,2022-07-01,패션,남성패션
아동복,1097289425,아동용 마이다람쥐 9부 30수 후라이스 긴팔 내의 상하벌 주니어 국산 실내복 여아,"11,900","11,305",-595,0.05, 비식품 ,,,,2022-07-01,베이비_키즈_완구,아동패션
여자외의,648134594,(귈림)[22년신상] 루즈핏 브이넥 투버튼 솔리드 린넨자켓 (GAMJK01G_BE),"95,910","95,910",0, - , 비식품 ,,컬리온리,,2022-07-01,패션,여성패션
기초화장품,977910964,와일드피치 포어 에멀전 150ml _G,"20,340","19,730",-610,0.03, 비식품 ,,,,2022-07-01,스킨케어_메이크업,스킨_미스트_패드
아동복,158874384,썸머프로즌가디건 3컬러 _P322418331,"20,160","20,160",0, - , 비식품 ,,,,2022-07-01,베이비_키즈_완구,아동패션
등산복,29800707858,파파브로 남성 밴딩 캐주얼 스판 등산바지 HS-PTAM-WF23-검정,"15,510","15,510",0, - , 비식품 ,,,,2022-07-01,패션,남녀 공용 패션
여자내의,30656744132,유니클로 여성 와이어리스 브라 컴포터블 메쉬 나시 누드 - unknown 435872,"32,520","32,520",0, - , 비식품 ,,,,2022-07-01,패션,여성패션
면도기,33154247648,도루코 일반 페이스 PACE 4 플러스 면도날 FR A5000,"22,660","22,660",0, - , 비식품 ,,,,2022-07-01,헤어_바디_구강,구강_면도
필기구,733435225,펜텔 만년 CIL케리 제도 샤프 P1035 0.5mm,"36,100","36,100",0, - , 비식품 ,,,,2022-07-01,생활용품_리빙_캠핑,생활잡화_문구
필기구,1867881804,파이롯트 하이테크C 콜레토 LHKRF10C 리필심[00031048],960,864,-96,0.1, 비식품 ,,,,2022-07-01,생활용품_리빙_캠핑,생활잡화_문구
원피스,31555840913,[H003] 망사 레이스 빅사이즈 섹시 원피스,"16,830","16,830",0, - , 비식품 ,,,,2022-07-01,패션,여성패션
기능성화장품,31961761429,수려한 효비담 발효 선크림/커버 선크림/미백 선크림,"24,280","24,280",0, - , 비식품 ,,,,2022-07-01,스킨케어_메이크업,에센스_앰플_로션
헬스기구,1891979748,손목보호대 보호대 손목아대 압박밴드 이중 리미트 X ( 3매입 ),"10,060","10,060",0, - , 비식품 ,,,,2022-07-01,가전제품,헬스기구
아동화,2086498652,[공식정품] 이뮤 EMU 키즈 토들 어그 부츠 Chestnut,"59,200","56,240",-2960,0.05, 비식품 ,,,,2022-07-01,베이비_키즈_완구,아동패션
여자외의,32609565880,헤지스레이디스 헤지스 여성 인생니트 라인배색 린넨혼방 가디건 HSSW2B781N2,"106,240","106,240",0, - , 비식품 ,,,,2022-07-01,패션,여성패션
색조화장품,1621768247,밀착 아우라 세럼 파운데이션 30ml SPF50+,"28,230","27,384",-846,0.03, 비식품 ,,,,2022-07-01,스킨케어_메이크업,메이크업
티셔츠,938218558,비티알울산점 여성봄긴팔티셔츠 76% 세일 구김없고 촉감이좋은 기본티셔츠_울산점,"19,000","19,000",0, - , 비식품 ,,,,2022-07-01,패션,남녀 공용 패션
남자외의,1896272974,[마운티아] NC13 가벼운 운동  산행 일상복 프리M자켓 (8647156),"69,000","69,000",0, - , 비식품 ,,,,2022-07-01,패션,남성패션
기초화장품,1025294543,오리진스 스킨 릴리프 앤 레질리언스 수딩 젤 크림 포 아이즈 15ml,"85,660","83,091",-2569,0.03, 비식품 ,,,,2022-07-01,스킨케어_메이크업,스킨_미스트_패드
스웨터,1910574384,로엠 01 꽃자수 스웨터 RMKAC11S11 (8073632),"29,060","29,060",0, - , 비식품 ,,,,2022-07-01,패션,남녀 공용 패션
여자외의,1722091091,아이우먼 도톰투버튼오버자켓 빅사이즈 C766M102,"49,820","49,820",0, - , 비식품 ,,,,2022-07-01,패션,여성패션
샴푸,33162439242,케라시스 러블리 앤 로맨틱 퍼퓸샴푸 600ml 3개 34551,"19,510","19,510",0, - , 비식품 ,,,,2022-07-01,헤어_바디_구강,샴푸_컨디셔너
필기구,2017244129,겔스트림 청색 0.7 1자루 동아연필,"1,070","1,070",0, - , 비식품 ,,,,2022-07-01,생활용품_리빙_캠핑,생활잡화_문구
아동복,197414617,그레잇 5부 PT SJU3S2MKPT19_P325197551,"9,410","9,410",0, - , 비식품 ,,,,2022-07-01,베이비_키즈_완구,아동패션
색조화장품,1684810030,엘로엘 블랑섀도우,"18,750","18,750",0, - , 비식품 ,,,,2022-07-01,스킨케어_메이크업,메이크업
남자외의,691319383,남성 데일리 네이비 하이넥 바람막이 점퍼,"35,880","35,880",0, - , 비식품 ,,,,2022-07-01,패션,남성패션
등산복,1976574596,크레마 양털 후드 자켓 겨울 남성 남자 보아 뽀글이,"26,410","26,410",0, - , 비식품 ,,,,2022-07-01,패션,남녀 공용 패션
아동복,2101682593,NEPA 네파키즈 FISSO ROLLED UP 팬츠 KFE1602,"26,100","26,100",0, - , 비식품 ,,,,2022-07-01,베이비_키즈_완구,아동패션
아동복,567225313,[모이모이깜피] 당근(챠콜) 모달 9부 세트 MO21SSIW021803,"13,900","13,900",0, - , 비식품 ,,,,2022-07-01,베이비_키즈_완구,아동패션
티셔츠,1867198256,칼하트 K87W 워크웨어 포켓 반팔 티셔츠,"29,900","29,003",-897,0.03, 비식품 ,,,,2022-07-01,패션,남녀 공용 패션
남자하의,1053975597,[갤럭시] Lansmere 네이비 솔리드 Normal Fit 정장 재킷 (LA1801S01R),"706,860","706,860",0, - , 비식품 ,,컬리온리,,2022-07-01,패션,남성패션
구두,280740370,펌프스 여성구두 미들힐 여성펌프스 여성정장구두 여성미들힐펌프스 펌프스슈즈 정장구두 86252,"45,970","45,970",0, - , 비식품 ,,,,2022-07-01,패션,신발
아동복,750765846,거미줄망토 [퍼플]_(11841431),"9,000","9,000",0, - , 비식품 ,,,,2022-07-01,베이비_키즈_완구,아동패션
아동복,1192415395,여아 남아 아동 겨울 패딩 모자 모모,"22,000","19,360",-2640,0.12, 비식품 ,,,,2022-07-01,베이비_키즈_완구,아동패션
회화용구,688488543,바바라아크릴붓 20F 14호-30599,"20,840","20,840",0, - , 비식품 ,,컬리온리,,2022-07-01,생활용품_리빙_캠핑,생활잡화_문구
여자하의,33214528267,[루플랫][해외배송] 여성 팬츠 UP454CS4 800 /23,"221,000","221,000",0, - , 비식품 ,,,,2022-07-01,패션,여성패션
아동복,719296272,JCB 공용 3M스카치장식 후드바람막이 JBF0Q301 BSB NC광주역점_광주점,"31,000","31,000",0, - , 비식품 ,,,,2022-07-01,베이비_키즈_완구,아동패션
실내화,33171328291,한민커밍 EVA 만능 실내화 튜닝화 슬리퍼 실내화 신발 [MIN61],"6,320","6,320",0, - , 비식품 ,,,,2022-07-01,패션,신발
원피스,1497714832,씨엠큐브 SH02 잎나염원피스 CMOW208D2 (S8698415),"9,900","9,405",-495,0.05, 비식품 ,,,,2022-07-01,패션,여성패션
여자하의,671336118,(귈림)[22년신상] 플레어코튼 미디스커트(GAMSK03G_KH),"75,360","75,360",0, - , 비식품 ,,,,2022-07-01,패션,여성패션
칫솔,618824223,조르단 어린이칫솔 스텝 3단계 6-9세 2개,"8,530","8,530",0, - , 비식품 ,,,,2022-07-01,헤어_바디_구강,구강_면도
지갑,33121672211,[루플랫][해외배송] 남성 지갑 SA2100DE 데님 Blue /49,"229,000","229,000",0, - , 비식품 ,,,,2022-07-01,생활용품_리빙_캠핑,생활잡화_문구
칫솔,17539054434,[홈플러스]아모레메디안소금의명작칫솔4입,"10,480","10,480",0, - , 비식품 ,,,,2022-07-01,헤어_바디_구강,구강_면도
컴퓨터소모품,690340519,CD라벨 DVD라벨 폼텍 물류관리용라벨 LQ-3114 (20매 8칸),"12,760","11,484",-1276,0.1, 비식품 ,,,,2022-07-01,가전제품,디지털_PC
샴푸,33043322017,팬틴 볼륨 샴푸 500ml,"8,100","8,100",0, - , 비식품 ,,,,2022-07-01,헤어_바디_구강,샴푸_컨디셔너
색조화장품,1097994146,알베르데 아이브로우 펜슬 오토매틱 모카 07  0.45g,"7,200","7,200",0, - , 비식품 ,,,,2022-07-01,스킨케어_메이크업,메이크업
필기구,29234862489,동아 노랑병아리 은나노 10자루 2B 연필,"1,310","1,310",0, - , 비식품 ,,,,2022-07-01,생활용품_리빙_캠핑,생활잡화_문구
공책,25218899635,초등학교 공책 노트 일기장 알림장 한자공책 캐릭터 남아 여아 모음,250,250,0, - , 비식품 ,,,,2022-07-01,생활용품_리빙_캠핑,생활잡화_문구
실내화,26557573911,곰돌이 발난로 털실내화 슬리퍼 미니난로 전기난로,"29,900","29,900",0, - , 비식품 ,,,,2022-07-01,패션,신발
컴퓨터소모품,586175385,슈퍼플라워 펄화이트  LEADEX V MOD 케이블 펄화이트 PCIE6+2핀 0.6m,"22,580","22,580",0, - , 비식품 ,,,,2022-07-01,가전제품,디지털_PC
복사용지,1182866643,밀크베이지 A4용지 80g 1박스(2500매) A4 복사용지 복사지,"24,800","23,560",-1240,0.05, 비식품 ,,,,2022-07-01,생활용품_리빙_캠핑,생활잡화_문구
칫솔,1615189192,투스웨이브 고주파 전동칫솔,"312,000","312,000",0, - , 비식품 ,,컬리온리,,2022-07-01,헤어_바디_구강,구강_면도
유아복,2028870275,아가방 NC13 써니배내수트 01P517951,"29,000","29,000",0, - , 비식품 ,,,,2022-07-01,베이비_키즈_완구,아동패션
필기구,32673473620,라이브워크 라이프앤피시스 멀티펜 볼펜 0.5mm,"5,000","5,000",0, - , 비식품 ,,,,2022-07-01,생활용품_리빙_캠핑,생활잡화_문구
장난감,29871630665,롤릭 스쿠터 K11,"173,250","173,250",0, - , 비식품 ,,,,2022-07-01,베이비_키즈_완구,완구_잡화류
색조화장품,30444846394,아이오페 퍼펙트 커버 트윈팩트 - 12g /본품/택1,"23,480","23,480",0, - , 비식품 ,,,,2022-07-01,스킨케어_메이크업,메이크업
헬스기구,622558132,라텍스밴드 튜빙밴드 근력밴드 필라테스 요가밴드 근력운동 전신운동 다이어트 헬스 기구,"7,900","7,189",-711,0.09, 비식품 ,,,,2022-07-01,가전제품,헬스기구
등산복,596823361,착용감 좋은 이벤트 조끼LD57 레드,"21,490","21,490",0, - , 비식품 ,,컬리온리,,2022-07-01,패션,남녀 공용 패션
색조화장품,2145733016,겔랑 - 골든랜드 하모니 오브 10 아이섀도우 팔레트,"71,100","68,967",-2133,0.03, 비식품 ,,,,2022-07-01,스킨케어_메이크업,메이크업
색조화장품,459286295,NYX 닉스 프로페셔널 메이크업 컨투어 08 컨실러 3.5ml,"20,700","20,700",0, - , 비식품 ,,,,2022-07-01,스킨케어_메이크업,메이크업
등산복,174628242,남성 낚시 레져 스포츠 캠핑 등산 시원한 집업 반팔 티셔츠 K2ST00559M_부천점,"29,000","29,000",0, - , 비식품 ,,,,2022-07-01,패션,남녀 공용 패션
남자외의,659035767,[582] 오버 더블 허리끈 트렌치코트[3COLOR/ONESIZE],"49,000","49,000",0, - , 비식품 ,,컬리온리,,2022-07-01,패션,남성패션
습기제거제,2118452210,실리카겔 1g X 150개 (종이) 식품용 제습제 습기제거제,"6,400","6,400",0, - , 비식품 ,,,,2022-07-01,생활용품_리빙_캠핑,세제_청소용품
남자하의,633478203,파크랜드 NC15 쾌적한착용감 레이온정장자켓 AKC17231 (7273342),"48,020","48,020",0, - , 비식품 ,,,,2022-07-01,패션,남성패션
컴퓨터소모품,33137342448,2)더바디샵 티트리 토너 250ml 2개,"36,100","36,100",0, - , 비식품 ,,,,2022-07-01,가전제품,디지털_PC
컴퓨터소모품,1976728491,삼성정품 CLT-K403S CLT-C403S CLT-M403S CLT-Y403S,"46,600","46,600",0, - , 비식품 ,,,,2022-07-01,가전제품,디지털_PC
